"rank","Delt1","Delt2","Delt3","Delt4","Delt5","Volat","EMA"
90,0.215384615384615,-0.0481927710843374,-0.261682242990654,-0.233009708737864,-0.240384615384615,2.83686034110061,87.5388478133081
85,0.139240506329114,0.384615384615385,0.0843373493975903,-0.158878504672897,-0.12621359223301,2.87819248864379,87.9863300290703
93,-0.0555555555555556,0.0759493670886076,0.307692307692308,0.0240963855421688,-0.205607476635514,2.66568036597521,87.4433609328757
102,0.0941176470588236,0.0333333333333334,0.177215189873418,0.430769230769231,0.120481927710843,2.67261562101027,88.4536589450801
92,0.096774193548387,0.2,0.133333333333333,0.291139240506329,0.569230769230769,2.55399258936269,90.9166300459746
79,-0.0980392156862745,-0.010752688172043,0.0823529411764705,0.0222222222222221,0.164556962025316,2.61173720113019,91.1136064012519
95,-0.141304347826087,-0.225490196078431,-0.150537634408602,-0.0705882352941176,-0.122222222222222,2.69108515570092,88.9111325101152
110,0.20253164556962,0.0326086956521738,-0.0686274509803921,0.021505376344086,0.117647058823529,2.55290811374485,90.0181993264579
100,0.157894736842105,0.392405063291139,0.195652173913043,0.0784313725490196,0.182795698924731,2.08329509101719,93.6512539943746
109,-0.0909090909090909,0.0526315789473684,0.265822784810127,0.0869565217391304,-0.0196078431372549,2.04879938850061,94.8055714499429
126,0.0900000000000001,-0.00909090909090904,0.147368421052632,0.379746835443038,0.184782608695652,1.9886685744008,97.3863766408624
94,0.155963302752294,0.26,0.145454545454546,0.326315789473684,0.59493670886076,2.02589974477467,102.588853615251
105,-0.253968253968254,-0.137614678899083,-0.0600000000000001,-0.145454545454546,-0.0105263157894737,2.68146986922403,101.027243867024
104,0.117021276595745,-0.166666666666667,-0.036697247706422,0.05,-0.0454545454545454,2.70339890146703,101.749563163928
106,-0.00952380952380949,0.106382978723404,-0.174603174603175,-0.0458715596330275,0.04,2.62946178097353,102.15873349776
111,0.0192307692307692,0.00952380952380949,0.127659574468085,-0.158730158730159,-0.0275229357798165,2.43182639576839,102.857145589076
104,0.0471698113207548,0.0673076923076923,0.0571428571428572,0.180851063829787,-0.119047619047619,2.25875775211019,104.33766457288
124,-0.0630630630630631,-0.0188679245283019,0,-0.00952380952380949,0.106382978723404,2.14883890301097,104.276271014175
126,0.192307692307692,0.117117117117117,0.169811320754717,0.192307692307692,0.180952380952381,2.27420564389137,107.862403557052
116,0.0161290322580645,0.211538461538461,0.135135135135135,0.188679245283019,0.211538461538461,2.24281282882802,111.160148364861
106,-0.0793650793650794,-0.0645161290322581,0.115384615384615,0.045045045045045,0.0943396226415094,2.14963089949752,112.040121389432
96,-0.0862068965517241,-0.158730158730159,-0.145161290322581,0.0192307692307692,-0.045045045045045,1.43797347384406,110.941917500444
99,-0.0943396226415094,-0.172413793103448,-0.238095238095238,-0.225806451612903,-0.0769230769230769,1.41844595611501,108.225205227636
117,0.03125,-0.0660377358490566,-0.146551724137931,-0.214285714285714,-0.201612903225806,1.43527656966737,106.547895186248
105,0.181818181818182,0.21875,0.10377358490566,0.00862068965517238,-0.0714285714285714,1.71136487008688,108.448277879657
100,-0.102564102564103,0.0606060606060606,0.09375,-0.00943396226415094,-0.0948275862068966,1.8067539701739,107.821318265174
95,-0.0476190476190477,-0.145299145299145,0.0101010101010102,0.0416666666666667,-0.0566037735849056,1.79148545294972,106.399260398779
99,-0.05,-0.0952380952380952,-0.188034188034188,-0.0404040404040404,-0.0104166666666666,1.42784002341682,104.326667599001
105,0.0421052631578946,-0.01,-0.0571428571428572,-0.153846153846154,0,1.46012169530055,103.358182581001
109,0.0606060606060606,0.105263157894737,0.05,0,-0.102564102564103,1.4820322037987,103.656694839001
126,0.0380952380952382,0.101010101010101,0.147368421052632,0.0900000000000001,0.0380952380952382,1.41800767343959,104.628204868273
156,0.155963302752294,0.2,0.272727272727273,0.326315789473684,0.26,1.45261739882083,108.513985801314
130,0.238095238095238,0.431192660550459,0.485714285714286,0.575757575757576,0.642105263157895,1.75558696363311,117.147806564712
120,-0.166666666666667,0.0317460317460319,0.192660550458716,0.238095238095238,0.313131313131313,1.99049753375003,119.484569007491
119,-0.0769230769230769,-0.230769230769231,-0.0476190476190477,0.100917431192661,0.142857142857143,1.94046893517379,119.578283733402
142,-0.0083333333333333,-0.0846153846153846,-0.237179487179487,-0.0555555555555556,0.0917431192660549,1.90930538347251,119.47314123642
123,0.19327731092437,0.183333333333333,0.0923076923076922,-0.0897435897435898,0.126984126984127,2.02498650670936,123.568933738889
122,-0.133802816901408,0.0336134453781514,0.0249999999999999,-0.0538461538461539,-0.211538461538462,2.26476243685052,123.465491240909
97.5,-0.00813008130081305,-0.140845070422535,0.0252100840336134,0.0166666666666666,-0.0615384615384615,2.26000486586015,123.199038288017
97,-0.200819672131147,-0.207317073170732,-0.313380281690141,-0.180672268907563,-0.1875,2.59457018796418,118.526485872014
119,-0.00512820512820511,-0.204918032786885,-0.211382113821138,-0.316901408450704,-0.184873949579832,2.41821907177039,114.612579349829
122,0.22680412371134,0.220512820512821,-0.0245901639344263,-0.032520325203252,-0.161971830985915,2.38866424176788,115.410292195315
125,0.0252100840336134,0.257731958762887,0.251282051282051,0,-0.00813008130081305,2.21260912359837,116.608420887076
120,0.0245901639344261,0.0504201680672269,0.288659793814433,0.282051282051282,0.0245901639344261,2.17143863554545,118.134162543971
123,-0.04,-0.0163934426229508,0.00840336134453779,0.237113402061856,0.230769230769231,2.18467247004941,118.473405717795
138,0.0249999999999999,-0.016,0.00819672131147531,0.0336134453781514,0.268041237113402,1.92446590212833,119.296422860014
131,0.121951219512195,0.15,0.104,0.131147540983606,0.159663865546219,1.86815802067781,122.697073249102
149,-0.0507246376811594,0.065040650406504,0.0916666666666666,0.048,0.0737704918032787,1.89879952538236,124.20669629472
128.5,0.137404580152672,0.0797101449275361,0.211382113821138,0.241666666666667,0.192,1.37106091672299,128.71456969568
124.5,-0.13758389261745,-0.0190839694656488,-0.0688405797101449,0.0447154471544715,0.0708333333333333,1.7189810158781,128.675557023738
84,-0.0311284046692607,-0.164429530201342,-0.0496183206106871,-0.0978260869565217,0.0121951219512195,1.38116206409052,127.916364837604
61,-0.325301204819277,-0.346303501945525,-0.436241610738255,-0.358778625954199,-0.391304347826087,2.53455383412562,119.931571230767
69,-0.273809523809524,-0.51004016064257,-0.525291828793774,-0.590604026845638,-0.534351145038168,2.89410548117426,109.2167400979
34,0.131147540983606,-0.178571428571429,-0.44578313253012,-0.463035019455253,-0.536912751677852,3.09323507129747,101.904605534646
54,-0.507246376811594,-0.442622950819672,-0.595238095238095,-0.726907630522088,-0.735408560311284,4.57855038692968,89.5583136192554
84,0.588235294117647,-0.217391304347826,-0.114754098360656,-0.357142857142857,-0.566265060240964,5.50271054958153,83.0931656884817
96,0.555555555555556,1.47058823529412,0.217391304347826,0.377049180327869,0,6.24517568118642,83.2580446542123
106.5,0.142857142857143,0.777777777777778,1.82352941176471,0.391304347826087,0.573770491803279,6.24966008943505,85.5747638079919
103,0.109375,0.267857142857143,0.972222222222222,2.13235294117647,0.543478260869565,6.26632653066588,89.3793522065388
95,-0.0328638497652582,0.0729166666666667,0.226190476190476,0.907407407407407,2.02941176470588,6.26643397281493,91.8558336235317
111,-0.0776699029126213,-0.107981220657277,-0.0104166666666666,0.130952380952381,0.759259259259259,5.87568333210417,92.4275002374351
129,0.168421052631579,0.0776699029126213,0.0422535211267605,0.15625,0.321428571428571,5.54479502361265,95.8043183760832
131,0.162162162162162,0.357894736842105,0.25242718446602,0.211267605633803,0.34375,5.5556824290981,101.839896853159
131,0.0155038759689923,0.18018018018018,0.378947368421053,0.271844660194175,0.230046948356808,3.07209578731103,107.141733788948
129,0,0.0155038759689923,0.18018018018018,0.378947368421053,0.271844660194175,2.49318000224795,111.479600372776
111,-0.0152671755725191,-0.0152671755725191,0,0.162162162162162,0.357894736842105,1.43199407950462,114.665127577726
110,-0.13953488372093,-0.152671755725191,-0.152671755725191,-0.13953488372093,0,1.67140063844701,113.998740745412
111,-0.00900900900900903,-0.147286821705426,-0.16030534351145,-0.16030534351145,-0.147286821705426,1.58695708912859,113.271696973519
130,0.00909090909090904,0,-0.13953488372093,-0.152671755725191,-0.152671755725191,1.57110624316109,112.858661160152
124,0.171171171171171,0.181818181818182,0.171171171171171,0.00775193798449614,-0.00763358778625955,1.65294705879611,115.975268221942
121,-0.0461538461538461,0.117117117117117,0.127272727272727,0.117117117117117,-0.0387596899224806,1.52589783664776,117.434310363407
130,-0.0241935483870968,-0.0692307692307692,0.0900900900900901,0.1,0.0900900900900901,1.28193063413034,118.082617570061
115,0.0743801652892562,0.0483870967741935,0,0.171171171171171,0.181818181818182,1.34815663748331,120.249414375504
116,-0.115384615384615,-0.0495867768595041,-0.0725806451612904,-0.115384615384615,0.0360360360360361,1.49832558109349,119.29497539814
138,0.00869565217391299,-0.107692307692308,-0.0413223140495868,-0.0645161290322581,-0.107692307692308,1.50341460792696,118.695888962114
132,0.189655172413793,0.2,0.0615384615384615,0.140495867768595,0.112903225806452,1.54142291125952,122.205727332639
123,-0.0434782608695652,0.137931034482759,0.147826086956522,0.0153846153846153,0.0909090909090908,1.57755614973883,123.98650418125
126,-0.0681818181818182,-0.108695652173913,0.0603448275862069,0.0695652173913044,-0.0538461538461539,1.65229478141144,123.807139784659
123,0.024390243902439,-0.0454545454545454,-0.0869565217391305,0.0862068965517242,0.0956521739130434,1.40431594882031,124.205841641994
121,-0.0238095238095238,0,-0.0681818181818182,-0.108695652173913,0.0603448275862069,1.38625355551669,123.986597707086
